dham,date,month,day_of_week,day_of_season,is_weekend,is_festival,weather_code,pass_quota_pct,crowd_level
yamunotri,2020-10-31,10,5,184,1,1,2,0.6929,High
gangotri,2020-10-31,10,5,184,1,1,2,0.6828,High
kedarnath,2020-10-31,10,5,184,1,1,2,0.6337,Medium
badrinath,2020-10-31,10,5,184,1,1,2,0.8227,High
yamunotri,2020-11-01,11,6,185,1,0,1,0.8597,Extreme
gangotri,2020-11-01,11,6,185,1,0,1,0.7594,High
kedarnath,2020-11-01,11,6,185,1,0,1,0.7729,High
badrinath,2020-11-01,11,6,185,1,0,1,0.6768,High
yamunotri,2020-11-02,11,0,186,0,0,1,0.702,High
gangotri,2020-11-02,11,0,186,0,0,1,0.6537,High
kedarnath,2020-11-02,11,0,186,0,0,1,0.6073,Medium
badrinath,2020-11-02,11,0,186,0,0,1,0.492,Medium
yamunotri,2020-11-03,11,1,187,0,0,0,0.4777,Medium
gangotri,2020-11-03,11,1,187,0,0,0,0.433,Medium
kedarnath,2020-11-03,11,1,187,0,0,0,0.3571,Low
badrinath,2020-11-03,11,1,187,0,0,0,0.3617,Low
yamunotri,2020-11-04,11,2,188,0,0,0,0.3881,Low
gangotri,2020-11-04,11,2,188,0,0,0,0.1814,Low
kedarnath,2020-11-04,11,2,188,0,0,0,0.2221,Low
badrinath,2020-11-04,11,2,188,0,0,0,0.3099,Low
yamunotri,2020-11-05,11,3,189,0,1,1,0.6321,Medium
gangotri,2020-11-05,11,3,189,0,1,0,0.5817,Medium
kedarnath,2020-11-05,11,3,189,0,1,0,0.4298,Medium
badrinath,2020-11-05,11,3,189,0,1,0,0.4447,Medium
yamunotri,2021-05-01,5,5,1,1,1,1,1.0,Extreme
gangotri,2021-05-01,5,5,1,1,1,1,0.8828,Extreme
kedarnath,2021-05-01,5,5,1,1,1,1,0.9463,Extreme
badrinath,2021-05-01,5,5,1,1,1,1,1.0,Extreme
yamunotri,2021-05-02,5,6,2,1,1,1,0.9673,Extreme
gangotri,2021-05-02,5,6,2,1,1,0,0.8763,Extreme
kedarnath,2021-05-02,5,6,2,1,1,1,0.8702,Extreme
badrinath,2021-05-02,5,6,2,1,1,0,0.5689,Medium
yamunotri,2021-05-03,5,0,3,0,1,1,0.9651,Extreme
gangotri,2021-05-03,5,0,3,0,1,1,1.0,Extreme
kedarnath,2021-05-03,5,0,3,0,1,1,0.8568,Extreme
badrinath,2021-05-03,5,0,3,0,1,1,0.9543,Extreme
yamunotri,2021-05-04,5,1,4,0,1,0,0.7372,High
gangotri,2021-05-04,5,1,4,0,1,0,0.6856,High
kedarnath,2021-05-04,5,1,4,0,1,0,0.4976,Medium
badrinath,2021-05-04,5,1,4,0,1,0,0.5621,Medium
yamunotri,2021-05-05,5,2,5,0,0,2,0.6281,Medium
gangotri,2021-05-05,5,2,5,0,0,2,0.8068,High
kedarnath,2021-05-05,5,2,5,0,0,2,0.9168,Extreme
badrinath,2021-05-05,5,2,5,0,0,2,0.8296,High
yamunotri,2021-05-06,5,3,6,0,0,1,0.8691,Extreme
gangotri,2021-05-06,5,3,6,0,0,1,0.6791,High
kedarnath,2021-05-06,5,3,6,0,0,1,0.8528,Extreme
badrinath,2021-05-06,5,3,6,0,0,1,0.651,High
yamunotri,2021-05-07,5,4,7,0,0,1,0.8972,Extreme
gangotri,2021-05-07,5,4,7,0,0,1,0.987,Extreme
kedarnath,2021-05-07,5,4,7,0,0,1,0.7227,High
badrinath,2021-05-07,5,4,7,0,0,1,0.7708,High
yamunotri,2021-05-08,5,5,8,1,0,1,0.7774,High
gangotri,2021-05-08,5,5,8,1,0,1,0.7795,High
kedarnath,2021-05-08,5,5,8,1,0,1,0.7925,High
badrinath,2021-05-08,5,5,8,1,0,1,1.0,Extreme
yamunotri,2021-05-09,5,6,9,1,0,1,0.9825,Extreme
gangotri,2021-05-09,5,6,9,1,0,1,0.804,High
kedarnath,2021-05-09,5,6,9,1,0,2,0.8311,High
badrinath,2021-05-09,5,6,9,1,0,1,0.8798,Extreme
yamunotri,2021-05-10,5,0,10,0,0,1,0.9277,Extreme
gangotri,2021-05-10,5,0,10,0,0,1,0.7561,High
kedarnath,2021-05-10,5,0,10,0,0,1,0.9185,Extreme
badrinath,2021-05-10,5,0,10,0,0,1,0.9252,Extreme
yamunotri,2021-05-11,5,1,11,0,0,1,0.9888,Extreme
gangotri,2021-05-11,5,1,11,0,0,1,0.7553,High
kedarnath,2021-05-11,5,1,11,0,0,2,0.6409,Medium
badrinath,2021-05-11,5,1,11,0,0,1,0.6696,High
yamunotri,2021-05-12,5,2,12,0,0,1,0.6657,High
gangotri,2021-05-12,5,2,12,0,0,1,0.7189,High
kedarnath,2021-05-12,5,2,12,0,0,1,0.8721,Extreme
badrinath,2021-05-12,5,2,12,0,0,1,0.8362,High
yamunotri,2021-05-13,5,3,13,0,0,1,0.8187,High
gangotri,2021-05-13,5,3,13,0,0,1,0.9839,Extreme
kedarnath,2021-05-13,5,3,13,0,0,1,0.6676,High
badrinath,2021-05-13,5,3,13,0,0,1,0.8224,High
yamunotri,2021-05-14,5,4,14,0,0,1,0.9757,Extreme
gangotri,2021-05-14,5,4,14,0,0,1,0.8005,High
kedarnath,2021-05-14,5,4,14,0,0,1,0.7957,High
badrinath,2021-05-14,5,4,14,0,0,1,0.8338,High
yamunotri,2021-05-15,5,5,15,1,0,1,0.9499,Extreme
gangotri,2021-05-15,5,5,15,1,0,1,1.0,Extreme
kedarnath,2021-05-15,5,5,15,1,0,1,1.0,Extreme
badrinath,2021-05-15,5,5,15,1,0,1,0.822,High
yamunotri,2021-05-16,5,6,16,1,0,1,0.7587,High
gangotri,2021-05-16,5,6,16,1,0,1,0.8621,Extreme
kedarnath,2021-05-16,5,6,16,1,0,1,0.8639,Extreme
badrinath,2021-05-16,5,6,16,1,0,1,0.8888,Extreme
yamunotri,2021-05-17,5,0,17,0,0,1,0.8309,High
gangotri,2021-05-17,5,0,17,0,0,2,0.6245,Medium
kedarnath,2021-05-17,5,0,17,0,0,1,0.8267,High
badrinath,2021-05-17,5,0,17,0,0,1,0.7267,High
yamunotri,2021-05-18,5,1,18,0,0,1,0.9078,Extreme
gangotri,2021-05-18,5,1,18,0,0,1,0.991,Extreme
kedarnath,2021-05-18,5,1,18,0,0,1,0.9201,Extreme
badrinath,2021-05-18,5,1,18,0,0,1,0.721,High
yamunotri,2021-05-19,5,2,19,0,0,1,0.9147,Extreme
gangotri,2021-05-19,5,2,19,0,0,1,0.7391,High
kedarnath,2021-05-19,5,2,19,0,0,1,0.9261,Extreme
badrinath,2021-05-19,5,2,19,0,0,1,0.9679,Extreme
yamunotri,2021-05-20,5,3,20,0,0,1,0.9038,Extreme
gangotri,2021-05-20,5,3,20,0,0,1,0.7907,High
kedarnath,2021-05-20,5,3,20,0,0,1,0.9966,Extreme
badrinath,2021-05-20,5,3,20,0,0,1,0.686,High
yamunotri,2021-05-21,5,4,21,0,0,2,0.6716,High
gangotri,2021-05-21,5,4,21,0,0,1,0.8927,Extreme
kedarnath,2021-05-21,5,4,21,0,0,2,0.8166,High
badrinath,2021-05-21,5,4,21,0,0,2,0.6975,High
yamunotri,2021-05-22,5,5,22,1,0,1,0.9934,Extreme
gangotri,2021-05-22,5,5,22,1,0,1,0.9766,Extreme
kedarnath,2021-05-22,5,5,22,1,0,1,0.877,Extreme
badrinath,2021-05-22,5,5,22,1,0,1,1.0,Extreme
yamunotri,2021-05-23,5,6,23,1,0,2,0.8237,High
gangotri,2021-05-23,5,6,23,1,0,2,0.7749,High
kedarnath,2021-05-23,5,6,23,1,0,2,0.8072,High
badrinath,2021-05-23,5,6,23,1,0,2,0.9,Extreme
yamunotri,2021-05-24,5,0,24,0,1,1,0.8776,Extreme
gangotri,2021-05-24,5,0,24,0,1,1,0.8047,High
kedarnath,2021-05-24,5,0,24,0,1,1,1.0,Extreme
badrinath,2021-05-24,5,0,24,0,1,1,0.9753,Extreme
yamunotri,2021-05-25,5,1,25,0,0,2,0.6226,Medium
gangotri,2021-05-25,5,1,25,0,0,2,0.6243,Medium
kedarnath,2021-05-25,5,1,25,0,0,2,0.8224,High
badrinath,2021-05-25,5,1,25,0,0,2,0.7125,High
yamunotri,2021-05-26,5,2,26,0,0,0,0.4396,Medium
gangotri,2021-05-26,5,2,26,0,0,0,0.3637,Low
kedarnath,2021-05-26,5,2,26,0,0,0,0.4192,Medium
badrinath,2021-05-26,5,2,26,0,0,0,0.4085,Medium
yamunotri,2021-05-27,5,3,27,0,0,1,0.762,High
gangotri,2021-05-27,5,3,27,0,0,1,0.9455,Extreme
kedarnath,2021-05-27,5,3,27,0,0,1,0.9535,Extreme
badrinath,2021-05-27,5,3,27,0,0,1,0.7551,High
yamunotri,2021-05-28,5,4,28,0,0,1,0.9491,Extreme
gangotri,2021-05-28,5,4,28,0,0,1,0.7042,High
kedarnath,2021-05-28,5,4,28,0,0,1,0.7107,High
badrinath,2021-05-28,5,4,28,0,0,1,0.9216,Extreme
yamunotri,2021-05-29,5,5,29,1,0,1,0.9242,Extreme
gangotri,2021-05-29,5,5,29,1,0,1,0.976,Extreme
kedarnath,2021-05-29,5,5,29,1,0,1,1.0,Extreme
badrinath,2021-05-29,5,5,29,1,0,1,0.8924,Extreme
yamunotri,2021-05-30,5,6,30,1,0,1,0.9119,Extreme
gangotri,2021-05-30,5,6,30,1,0,1,0.9159,Extreme
kedarnath,2021-05-30,5,6,30,1,0,1,0.9011,Extreme
badrinath,2021-05-30,5,6,30,1,0,1,0.9716,Extreme
yamunotri,2021-05-31,5,0,31,0,0,2,0.8199,High
gangotri,2021-05-31,5,0,31,0,0,2,0.8429,High
kedarnath,2021-05-31,5,0,31,0,0,2,0.9374,Extreme
badrinath,2021-05-31,5,0,31,0,0,2,0.6435,Medium
yamunotri,2021-06-01,6,1,32,0,0,1,0.7606,High
gangotri,2021-06-01,6,1,32,0,0,1,0.8711,Extreme
kedarnath,2021-06-01,6,1,32,0,0,1,0.9909,Extreme
badrinath,2021-06-01,6,1,32,0,0,1,0.8466,High
yamunotri,2021-06-02,6,2,33,0,0,1,0.9774,Extreme
gangotri,2021-06-02,6,2,33,0,0,2,0.7113,High
kedarnath,2021-06-02,6,2,33,0,0,2,0.7281,High
badrinath,2021-06-02,6,2,33,0,0,2,0.8414,High
yamunotri,2021-06-03,6,3,34,0,0,2,0.8359,High
gangotri,2021-06-03,6,3,34,0,0,2,0.9313,Extreme
kedarnath,2021-06-03,6,3,34,0,0,2,0.736,High
badrinath,2021-06-03,6,3,34,0,0,2,0.8664,Extreme
yamunotri,2021-06-04,6,4,35,0,0,1,0.7118,High
gangotri,2021-06-04,6,4,35,0,0,1,0.8609,Extreme
kedarnath,2021-06-04,6,4,35,0,0,1,0.814,High
badrinath,2021-06-04,6,4,35,0,0,1,0.9868,Extreme
yamunotri,2021-06-05,6,5,36,1,0,0,0.7797,High
gangotri,2021-06-05,6,5,36,1,0,0,0.7261,High
kedarnath,2021-06-05,6,5,36,1,0,0,0.4506,Medium
badrinath,2021-06-05,6,5,36,1,0,0,0.5801,Medium
yamunotri,2021-06-06,6,6,37,1,0,1,0.8897,Extreme
gangotri,2021-06-06,6,6,37,1,0,1,0.8423,High
kedarnath,2021-06-06,6,6,37,1,0,1,0.8537,Extreme
badrinath,2021-06-06,6,6,37,1,0,1,0.7388,High
yamunotri,2021-06-07,6,0,38,0,1,1,0.9384,Extreme
gangotri,2021-06-07,6,0,38,0,1,1,1.0,Extreme
kedarnath,2021-06-07,6,0,38,0,1,1,0.9583,Extreme
badrinath,2021-06-07,6,0,38,0,1,1,1.0,Extreme
yamunotri,2021-06-08,6,1,39,0,0,1,0.8054,High
gangotri,2021-06-08,6,1,39,0,0,1,0.6798,High
kedarnath,2021-06-08,6,1,39,0,0,1,0.8185,High
badrinath,2021-06-08,6,1,39,0,0,1,0.7611,High
yamunotri,2021-06-09,6,2,40,0,0,2,0.6432,Medium
gangotri,2021-06-09,6,2,40,0,0,2,0.7271,High
kedarnath,2021-06-09,6,2,40,0,0,2,0.7987,High
badrinath,2021-06-09,6,2,40,0,0,2,0.898,Extreme
yamunotri,2021-06-10,6,3,41,0,0,0,0.3846,Low
gangotri,2021-06-10,6,3,41,0,0,0,0.6255,Medium
kedarnath,2021-06-10,6,3,41,0,0,0,0.458,Medium
badrinath,2021-06-10,6,3,41,0,0,0,0.4918,Medium
yamunotri,2021-06-11,6,4,42,0,0,1,0.7164,High
gangotri,2021-06-11,6,4,42,0,0,1,0.7002,High
kedarnath,2021-06-11,6,4,42,0,0,1,0.9509,Extreme
badrinath,2021-06-11,6,4,42,0,0,1,0.8569,Extreme
yamunotri,2021-06-12,6,5,43,1,1,1,0.8856,Extreme
gangotri,2021-06-12,6,5,43,1,1,0,0.6514,High
kedarnath,2021-06-12,6,5,43,1,1,1,0.9239,Extreme
badrinath,2021-06-12,6,5,43,1,1,1,1.0,Extreme
yamunotri,2021-06-13,6,6,44,1,0,1,0.7982,High
gangotri,2021-06-13,6,6,44,1,0,1,0.9653,Extreme
kedarnath,2021-06-13,6,6,44,1,0,1,0.7774,High
badrinath,2021-06-13,6,6,44,1,0,1,0.8044,High
yamunotri,2021-06-14,6,0,45,0,0,1,0.7413,High
gangotri,2021-06-14,6,0,45,0,0,1,0.918,Extreme
kedarnath,2021-06-14,6,0,45,0,0,1,0.8234,High
badrinath,2021-06-14,6,0,45,0,0,1,0.731,High
yamunotri,2021-06-15,6,1,46,0,1,1,0.9566,Extreme
gangotri,2021-06-15,6,1,46,0,1,1,0.9649,Extreme
kedarnath,2021-06-15,6,1,46,0,1,1,0.8232,High
badrinath,2021-06-15,6,1,46,0,1,1,0.8956,Extreme
yamunotri,2021-06-16,6,2,47,0,0,0,0.3982,Low
gangotri,2021-06-16,6,2,47,0,0,0,0.4532,Medium
kedarnath,2021-06-16,6,2,47,0,0,0,0.4691,Medium
badrinath,2021-06-16,6,2,47,0,0,0,0.4079,Medium
yamunotri,2021-06-17,6,3,48,0,0,1,0.9228,Extreme
gangotri,2021-06-17,6,3,48,0,0,1,0.8306,High
kedarnath,2021-06-17,6,3,48,0,0,1,0.7113,High
badrinath,2021-06-17,6,3,48,0,0,1,0.7124,High
yamunotri,2021-06-18,6,4,49,0,0,1,0.9409,Extreme
gangotri,2021-06-18,6,4,49,0,0,1,0.6869,High
kedarnath,2021-06-18,6,4,49,0,0,1,0.8876,Extreme
badrinath,2021-06-18,6,4,49,0,0,1,0.8502,Extreme
yamunotri,2021-06-19,6,5,50,1,0,1,0.8168,High
gangotri,2021-06-19,6,5,50,1,0,1,0.8943,Extreme
kedarnath,2021-06-19,6,5,50,1,0,1,0.8104,High
badrinath,2021-06-19,6,5,50,1,0,1,0.765,High
yamunotri,2021-06-20,6,6,51,1,0,1,0.9172,Extreme
gangotri,2021-06-20,6,6,51,1,0,1,0.7782,High
kedarnath,2021-06-20,6,6,51,1,0,1,0.7916,High
badrinath,2021-06-20,6,6,51,1,0,1,0.8019,High
yamunotri,2021-06-21,6,0,52,0,0,2,0.6218,Medium
gangotri,2021-06-21,6,0,52,0,0,2,0.7141,High
kedarnath,2021-06-21,6,0,52,0,0,2,0.9147,Extreme
badrinath,2021-06-21,6,0,52,0,0,2,0.7154,High
yamunotri,2021-06-22,6,1,53,0,0,2,0.7298,High
gangotri,2021-06-22,6,1,53,0,0,2,0.7087,High
kedarnath,2021-06-22,6,1,53,0,0,2,0.781,High
badrinath,2021-06-22,6,1,53,0,0,2,0.9327,Extreme
yamunotri,2021-06-23,6,2,54,0,0,1,0.8542,Extreme
gangotri,2021-06-23,6,2,54,0,0,1,0.6656,High
kedarnath,2021-06-23,6,2,54,0,0,1,0.9112,Extreme
badrinath,2021-06-23,6,2,54,0,0,1,0.9033,Extreme
yamunotri,2021-06-24,6,3,55,0,0,1,0.9835,Extreme
gangotri,2021-06-24,6,3,55,0,0,1,0.8571,Extreme
kedarnath,2021-06-24,6,3,55,0,0,1,0.6821,High
badrinath,2021-06-24,6,3,55,0,0,1,0.9618,Extreme
yamunotri,2021-06-25,6,4,56,0,0,2,0.9107,Extreme
gangotri,2021-06-25,6,4,56,0,0,2,0.8495,High
kedarnath,2021-06-25,6,4,56,0,0,2,0.727,High
badrinath,2021-06-25,6,4,56,0,0,2,0.8603,Extreme
yamunotri,2021-06-26,6,5,57,1,0,1,0.7554,High
gangotri,2021-06-26,6,5,57,1,0,1,0.8576,Extreme
kedarnath,2021-06-26,6,5,57,1,0,1,0.8566,Extreme
badrinath,2021-06-26,6,5,57,1,0,1,0.8455,High
yamunotri,2021-06-27,6,6,58,1,0,2,0.8819,Extreme
gangotri,2021-06-27,6,6,58,1,0,2,1.0,Extreme
kedarnath,2021-06-27,6,6,58,1,0,2,1.0,Extreme
badrinath,2021-06-27,6,6,58,1,0,1,0.7528,High
yamunotri,2021-06-28,6,0,59,0,0,2,0.87,Extreme
gangotri,2021-06-28,6,0,59,0,0,2,0.7403,High
kedarnath,2021-06-28,6,0,59,0,0,2,0.7085,High
badrinath,2021-06-28,6,0,59,0,0,2,0.9169,Extreme
yamunotri,2021-06-29,6,1,60,0,0,1,0.8674,Extreme
gangotri,2021-06-29,6,1,60,0,0,1,0.8328,High
kedarnath,2021-06-29,6,1,60,0,0,1,0.6511,High
badrinath,2021-06-29,6,1,60,0,0,1,0.7464,High
yamunotri,2021-06-30,6,2,61,0,0,2,0.9349,Extreme
gangotri,2021-06-30,6,2,61,0,0,2,0.9442,Extreme
kedarnath,2021-06-30,6,2,61,0,0,2,0.915,Extreme
badrinath,2021-06-30,6,2,61,0,0,2,0.9113,Extreme
yamunotri,2021-07-01,7,3,62,0,1,0,0.2811,Low
gangotri,2021-07-01,7,3,62,0,1,0,0.3407,Low
kedarnath,2021-07-01,7,3,62,0,1,0,0.0913,Low
badrinath,2021-07-01,7,3,62,0,1,0,0.3389,Low
yamunotri,2021-07-02,7,4,63,0,0,0,0.01,Low
gangotri,2021-07-02,7,4,63,0,0,0,0.056,Low
kedarnath,2021-07-02,7,4,63,0,0,0,0.2443,Low
badrinath,2021-07-02,7,4,63,0,0,0,0.01,Low
yamunotri,2021-07-03,7,5,64,1,0,0,0.0865,Low
gangotri,2021-07-03,7,5,64,1,0,2,0.4945,Medium
kedarnath,2021-07-03,7,5,64,1,0,0,0.0823,Low
badrinath,2021-07-03,7,5,64,1,0,0,0.1915,Low
yamunotri,2021-07-04,7,6,65,1,0,0,0.169,Low
gangotri,2021-07-04,7,6,65,1,0,2,0.4371,Medium
kedarnath,2021-07-04,7,6,65,1,0,2,0.5729,Medium
badrinath,2021-07-04,7,6,65,1,0,2,0.5742,Medium
yamunotri,2021-07-05,7,0,66,0,0,0,0.2444,Low
gangotri,2021-07-05,7,0,66,0,0,0,0.01,Low
kedarnath,2021-07-05,7,0,66,0,0,0,0.1432,Low
badrinath,2021-07-05,7,0,66,0,0,0,0.1056,Low
yamunotri,2021-07-06,7,1,67,0,0,0,0.01,Low
gangotri,2021-07-06,7,1,67,0,0,0,0.2244,Low
kedarnath,2021-07-06,7,1,67,0,0,0,0.01,Low
badrinath,2021-07-06,7,1,67,0,0,0,0.0546,Low
yamunotri,2021-07-07,7,2,68,0,0,0,0.1426,Low
gangotri,2021-07-07,7,2,68,0,0,0,0.01,Low
kedarnath,2021-07-07,7,2,68,0,0,0,0.0208,Low
badrinath,2021-07-07,7,2,68,0,0,0,0.0778,Low
yamunotri,2021-07-08,7,3,69,0,0,0,0.0987,Low
gangotri,2021-07-08,7,3,69,0,0,1,0.3741,Low
kedarnath,2021-07-08,7,3,69,0,0,1,0.5328,Medium
badrinath,2021-07-08,7,3,69,0,0,1,0.5324,Medium
yamunotri,2021-07-09,7,4,70,0,0,2,0.4893,Medium
gangotri,2021-07-09,7,4,70,0,0,2,0.3872,Low
kedarnath,2021-07-09,7,4,70,0,0,2,0.2068,Low
badrinath,2021-07-09,7,4,70,0,0,2,0.3457,Low
yamunotri,2021-07-10,7,5,71,1,0,2,0.484,Medium
gangotri,2021-07-10,7,5,71,1,0,1,0.5573,Medium
kedarnath,2021-07-10,7,5,71,1,0,2,0.4005,Medium
badrinath,2021-07-10,7,5,71,1,0,2,0.3134,Low
yamunotri,2021-07-11,7,6,72,1,0,2,0.5545,Medium
gangotri,2021-07-11,7,6,72,1,0,2,0.4426,Medium
kedarnath,2021-07-11,7,6,72,1,0,2,0.5069,Medium
badrinath,2021-07-11,7,6,72,1,0,0,0.3106,Low
yamunotri,2021-07-12,7,0,73,0,0,0,0.2448,Low
gangotri,2021-07-12,7,0,73,0,0,0,0.2005,Low
kedarnath,2021-07-12,7,0,73,0,0,0,0.01,Low
badrinath,2021-07-12,7,0,73,0,0,0,0.0228,Low
yamunotri,2021-07-13,7,1,74,0,0,2,0.324,Low
gangotri,2021-07-13,7,1,74,0,0,0,0.01,Low
kedarnath,2021-07-13,7,1,74,0,0,2,0.2717,Low
badrinath,2021-07-13,7,1,74,0,0,2,0.3342,Low
yamunotri,2021-07-14,7,2,75,0,0,0,0.0926,Low
gangotri,2021-07-14,7,2,75,0,0,1,0.252,Low
kedarnath,2021-07-14,7,2,75,0,0,1,0.3791,Low
badrinath,2021-07-14,7,2,75,0,0,1,0.4241,Medium
yamunotri,2021-07-15,7,3,76,0,0,0,0.0348,Low
gangotri,2021-07-15,7,3,76,0,0,0,0.01,Low
kedarnath,2021-07-15,7,3,76,0,0,0,0.1341,Low
badrinath,2021-07-15,7,3,76,0,0,0,0.2206,Low
yamunotri,2021-07-16,7,4,77,0,0,0,0.0824,Low
gangotri,2021-07-16,7,4,77,0,0,0,0.01,Low
kedarnath,2021-07-16,7,4,77,0,0,0,0.1331,Low
badrinath,2021-07-16,7,4,77,0,0,0,0.2278,Low
yamunotri,2021-07-17,7,5,78,1,0,0,0.2778,Low
gangotri,2021-07-17,7,5,78,1,0,0,0.1565,Low
kedarnath,2021-07-17,7,5,78,1,0,0,0.2859,Low
badrinath,2021-07-17,7,5,78,1,0,0,0.0824,Low
yamunotri,2021-07-18,7,6,79,1,0,1,0.5993,Medium
gangotri,2021-07-18,7,6,79,1,0,1,0.4938,Medium
kedarnath,2021-07-18,7,6,79,1,0,1,0.4892,Medium
badrinath,2021-07-18,7,6,79,1,0,1,0.5664,Medium
yamunotri,2021-07-19,7,0,80,0,0,2,0.4366,Medium
gangotri,2021-07-19,7,0,80,0,0,2,0.4015,Medium
kedarnath,2021-07-19,7,0,80,0,0,2,0.3939,Low
badrinath,2021-07-19,7,0,80,0,0,2,0.3847,Low
yamunotri,2021-07-20,7,1,81,0,1,0,0.1216,Low
gangotri,2021-07-20,7,1,81,0,1,0,0.3072,Low
kedarnath,2021-07-20,7,1,81,0,1,0,0.2487,Low
badrinath,2021-07-20,7,1,81,0,1,0,0.1458,Low
yamunotri,2021-07-21,7,2,82,0,0,2,0.329,Low
gangotri,2021-07-21,7,2,82,0,0,2,0.4668,Medium
kedarnath,2021-07-21,7,2,82,0,0,2,0.2612,Low
badrinath,2021-07-21,7,2,82,0,0,2,0.4171,Medium
yamunotri,2021-07-22,7,3,83,0,0,1,0.5093,Medium
gangotri,2021-07-22,7,3,83,0,0,1,0.4478,Medium
kedarnath,2021-07-22,7,3,83,0,0,1,0.3299,Low
badrinath,2021-07-22,7,3,83,0,0,1,0.468,Medium
yamunotri,2021-07-23,7,4,84,0,0,1,0.4603,Medium
gangotri,2021-07-23,7,4,84,0,0,0,0.2135,Low
kedarnath,2021-07-23,7,4,84,0,0,1,0.4049,Medium
badrinath,2021-07-23,7,4,84,0,0,1,0.2794,Low
yamunotri,2021-07-24,7,5,85,1,0,0,0.0906,Low
gangotri,2021-07-24,7,5,85,1,0,0,0.0989,Low
kedarnath,2021-07-24,7,5,85,1,0,0,0.2979,Low
badrinath,2021-07-24,7,5,85,1,0,0,0.1455,Low
yamunotri,2021-07-25,7,6,86,1,0,1,0.5972,Medium
gangotri,2021-07-25,7,6,86,1,0,1,0.4135,Medium
kedarnath,2021-07-25,7,6,86,1,0,1,0.4452,Medium
badrinath,2021-07-25,7,6,86,1,0,1,0.4642,Medium
yamunotri,2021-07-26,7,0,87,0,0,2,0.363,Low
gangotri,2021-07-26,7,0,87,0,0,2,0.2751,Low
kedarnath,2021-07-26,7,0,87,0,0,2,0.4832,Medium
badrinath,2021-07-26,7,0,87,0,0,0,0.01,Low
yamunotri,2021-07-27,7,1,88,0,0,2,0.2364,Low
gangotri,2021-07-27,7,1,88,0,0,2,0.3844,Low
kedarnath,2021-07-27,7,1,88,0,0,2,0.349,Low
badrinath,2021-07-27,7,1,88,0,0,2,0.217,Low
yamunotri,2021-07-28,7,2,89,0,0,0,0.0581,Low
gangotri,2021-07-28,7,2,89,0,0,0,0.2027,Low
kedarnath,2021-07-28,7,2,89,0,0,0,0.0706,Low
badrinath,2021-07-28,7,2,89,0,0,0,0.1778,Low
yamunotri,2021-07-29,7,3,90,0,0,0,0.0767,Low
gangotri,2021-07-29,7,3,90,0,0,0,0.1684,Low
kedarnath,2021-07-29,7,3,90,0,0,0,0.01,Low
badrinath,2021-07-29,7,3,90,0,0,0,0.2218,Low
yamunotri,2021-07-30,7,4,91,0,0,0,0.1984,Low
gangotri,2021-07-30,7,4,91,0,0,0,0.2447,Low
kedarnath,2021-07-30,7,4,91,0,0,0,0.01,Low
badrinath,2021-07-30,7,4,91,0,0,0,0.01,Low
yamunotri,2021-07-31,7,5,92,1,0,2,0.3572,Low
gangotri,2021-07-31,7,5,92,1,0,2,0.4147,Medium
kedarnath,2021-07-31,7,5,92,1,0,2,0.4106,Medium
badrinath,2021-07-31,7,5,92,1,0,2,0.4704,Medium
yamunotri,2021-08-01,8,6,93,1,0,0,0.1727,Low
gangotri,2021-08-01,8,6,93,1,0,0,0.3238,Low
kedarnath,2021-08-01,8,6,93,1,0,0,0.1877,Low
badrinath,2021-08-01,8,6,93,1,0,2,0.5324,Medium
yamunotri,2021-08-02,8,0,94,0,0,1,0.3089,Low
gangotri,2021-08-02,8,0,94,0,0,0,0.01,Low
kedarnath,2021-08-02,8,0,94,0,0,0,0.2046,Low
badrinath,2021-08-02,8,0,94,0,0,0,0.2424,Low
yamunotri,2021-08-03,8,1,95,0,0,2,0.4723,Medium
gangotri,2021-08-03,8,1,95,0,0,2,0.4571,Medium
kedarnath,2021-08-03,8,1,95,0,0,2,0.454,Medium
badrinath,2021-08-03,8,1,95,0,0,2,0.3,Low
yamunotri,2021-08-04,8,2,96,0,0,2,0.251,Low
gangotri,2021-08-04,8,2,96,0,0,2,0.3777,Low
kedarnath,2021-08-04,8,2,96,0,0,2,0.4552,Medium
badrinath,2021-08-04,8,2,96,0,0,2,0.3791,Low
yamunotri,2021-08-05,8,3,97,0,0,1,0.3298,Low
gangotri,2021-08-05,8,3,97,0,0,1,0.5002,Medium
kedarnath,2021-08-05,8,3,97,0,0,1,0.3045,Low
badrinath,2021-08-05,8,3,97,0,0,1,0.4917,Medium
yamunotri,2021-08-06,8,4,98,0,0,0,0.2329,Low
gangotri,2021-08-06,8,4,98,0,0,0,0.1158,Low
kedarnath,2021-08-06,8,4,98,0,0,0,0.01,Low
badrinath,2021-08-06,8,4,98,0,0,0,0.0643,Low
yamunotri,2021-08-07,8,5,99,1,0,0,0.0517,Low
gangotri,2021-08-07,8,5,99,1,0,0,0.3013,Low
kedarnath,2021-08-07,8,5,99,1,0,0,0.1795,Low
badrinath,2021-08-07,8,5,99,1,0,0,0.1491,Low
yamunotri,2021-08-08,8,6,100,1,0,0,0.2049,Low
gangotri,2021-08-08,8,6,100,1,0,0,0.0831,Low
kedarnath,2021-08-08,8,6,100,1,0,0,0.3293,Low
badrinath,2021-08-08,8,6,100,1,0,0,0.179,Low
yamunotri,2021-08-09,8,0,101,0,0,1,0.3084,Low
